conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,90E+18;Mon Mar 17 01:46:20 +0000 2025;9;Efisiensi Anggaran 2025: Fokus pada Pendidikan Kesehatan dan Makan Bergizi Gratis! #EfisiensiAnggaran #PrabowoPresiden #MakanBergiziGratis #PendidikanUntukSemua #KesehatanPrioritas #AlokasiTepatSasaran #Indonesia #Jakarta #Viral #Instagood #LoveIslandAllStars @detikcom https://t.co/fpoCNn3ii2;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1901449741545906176/pu/img/pbHh_cFTBlmz8JN2.jpg;;in;;0;8;0;https://x.com/OggyZilly43173/status/1901449994688995666;1,83E+18;OggyZilly43173
1,90E+18;Sun Mar 16 21:40:06 +0000 2025;1;Flashback tahun lalu bahkan puasa² aja masih Dinas keluar kota bahkan berminggu². Tp tahun ini di kantor aja ya udah nikmatin aja demi negara. #EfisiensiAnggaran ;1,90E+18;;;in;JOG;0;0;0;https://x.com/Adriannnnrrr/status/1901388027769016474;1,01E+18;Adriannnnrrr
1,90E+18;Sun Mar 16 21:37:18 +0000 2025;1;Komisi III DPR Menggelar Rapat Dalam Gelap. Lagi Efisiensi Kali Ya? (nf) : YouTube/TVR Parlemen #DPR #MatiLampu #Peristiwa #rapatDPR #Habiburokhman #efisiensianggaran #tolakruutni #ruutni #beritapolitik #infohariini #newsupdate #update #viral #videoviral #info #beritaterkini https://t.co/yKMcz8gWlZ;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1901387166628155392/pu/img/dBFX3sK_owl1G8IW.jpg;;in;DKI Jakarta;0;0;1;https://x.com/kontekscoid/status/1901387320856916316;1,57E+18;kontekscoid
1,90E+18;Sun Mar 16 04:28:14 +0000 2025;2;Presiden Amerika Serikat Donald Trump pada Sabtu (15/3/2025) menangguhkan jurnalis dan staf di berbagai media yang didanai oleh pemerintah AS termasuk VOA RFA dan RFE. &lt;;;;;;;;;;;
1,90E+18;Sat Mar 15 15:53:19 +0000 2025;0;Rapat Efisiensi Anggaran Dilanjutkan Batasi Perjalanan Dinas Publikasi dan Belanja Seremonial https://t.co/QttMFLyFEq #News #EfisiensiAnggaran #Parepare #TasmingHamid #Analysis;1,90E+18;;;in;Kota Makassar, Sulsel;0;0;0;https://x.com/pareparetrend/status/1900938368873386344;1,71E+18;pareparetrend
1,90E+18;Sat Mar 15 08:26:25 +0000 2025;1;Misi Hemat Rp 306 6 Triliun dimulai! Efisiensi APBN bukan hanya soal penghematan tetapi juga membangun budaya fiskal yang berkelanjutan. Dana digunakan untuk program strategis seperti Makan Bergizi Gratis (MBG) dan hilirisasi industri. #MisiHemat #EfisiensiAnggaran #APBN https://t.co/0lAO9xJMyL;1,90E+18;https://pbs.twimg.com/media/GmEXDvubcAQT5JY.jpg;;in;;0;0;0;https://x.com/GangsaMaul3252/status/1900825902113808571;1,72E+18;GangsaMaul3252
1,90E+18;Sat Mar 15 08:26:14 +0000 2025;1;Efisiensi anggaran tidak akan mengurangi kualitas pendidikan! Kebijakan efisiensi anggaran APBN hingga Rp 300 Triliun memastikan sektor pendidikan termasuk beasiswa untuk mahasiswa tetap terjaga. #EfisiensiAnggaran #PendidikanBerkualitas #APBN #PresidenPrabowo https://t.co/U0JzS3ANSw;1,90E+18;https://pbs.twimg.com/media/GmEXAFIbcAUplyl.jpg;;in;;0;0;0;https://x.com/GangsaMaul3252/status/1900825855485751373;1,72E+18;GangsaMaul3252
1,90E+18;Sat Mar 15 08:25:58 +0000 2025;1;Kebijakan efisiensi anggaran pemerintah fokus pada pengurangan kegiatan yang tidak esensial seperti perjalanan luar negeri dan seremonial tanpa mengganggu pelayanan publik atau gaji pegawai. #EfisiensiAnggaran #ProgramMBG #EkonomiMasyarakat #PemerintahEfisien https://t.co/hyEC1zq6pX;1,90E+18;https://pbs.twimg.com/media/GmEW7y1bQAAuQ7H.jpg;;in;;0;0;0;https://x.com/GangsaMaul3252/status/1900825790092353790;1,72E+18;GangsaMaul3252
1,90E+18;Sat Mar 15 01:41:20 +0000 2025;0;@DadangSodikin99 @geloraco Betul semakin mewah tempatnya semakin #EfisiensiAnggaran;1,90E+18;;DadangSodikin99;in;;0;0;0;https://x.com/nusanjaya01/status/1900723961467740359;1,60E+18;nusanjaya01
1,90E+18;Wed Mar 12 06:23:38 +0000 2025;0;Efisiensi Anggaran Menguntungkan Rakyat Yang Dikurangi Perjalanan Dinas ATK Studi Banding. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/cmVxabtqT4;1,90E+18;https://pbs.twimg.com/media/Gl0eM-jbYAAxNWV.jpg;safiraput_ri;in;;0;0;0;https://x.com/safiraput_ri/status/1899707841080164550;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 06:23:37 +0000 2025;0;Makna dari Efisiensi Anggaran Yaitu Difokuskan Bukan Dipersulit. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/Ewm6V2jO0y;1,90E+18;https://pbs.twimg.com/media/Gl0eLHsbgAACWWZ.jpg;safiraput_ri;in;;0;0;0;https://x.com/safiraput_ri/status/1899707834503409827;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 06:23:05 +0000 2025;1;Efisiensi Anggaran Menguntungkan Rakyat Yang Dikurangi Perjalanan Dinas ATK Studi Banding. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/3vjudaKDSs;1,90E+18;https://pbs.twimg.com/media/Gl0eFKracAEz8TE.jpg;;in;;0;4;1;https://x.com/safiraput_ri/status/1899707701766316039;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 06:22:59 +0000 2025;0;Efisiensi Anggaran Untuk Rakyat Bukan Memotong Hak! Untuk Pendidikan dan Kesehatan dan Pertanian Tetap Menjadi Prioritas. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/8UsTmxrKB6;1,90E+18;https://pbs.twimg.com/media/Gl0eDsgbEAAXII2.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1899707677242188145;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 06:22:58 +0000 2025;0;Makna dari Efisiensi Anggaran Yaitu Difokuskan Bukan Dipersulit. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/bx0VeeEsrq;1,90E+18;https://pbs.twimg.com/media/Gl0eDdFaAAAa5o0.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1899707671177241029;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 06:22:51 +0000 2025;0;Fakta Sebenarnya Dari Efisiensi Anggaran Adalah Demi Rakyat Memastikan Setiap Rupiah Digunakan Demgam Benar. #EfisiensiAnggaran #IndonesiaEmas2045 https://t.co/0amyaIaOfq;1,90E+18;https://pbs.twimg.com/media/Gl0eB3yb0AAoedp.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1899707641787822164;1,50E+18;safiraput_ri
1,90E+18;Wed Mar 12 02:21:07 +0000 2025;0;@kepalangrintang @parlefeu Efek #efisiensianggaran ya pak @gibran_tweet ?;1,90E+18;;kepalangrintang;in;Somerset, NJ;0;0;0;https://x.com/rosemariie007/status/1899646807355109604;1,21E+18;rosemariie007
1,90E+18;Tue Mar 11 20:56:50 +0000 2025;0;Penghematan anggaran hingga Rp750 triliun dilakukan tanpa rencana matang bertentangan dengan target belanja yang justru lebih besar di RPJMN 2025-2029. Selengkapnya baca: https://t.co/rGdphu5L2n #apbn #efisiensianggaran @prabowo;1,90E+18;;;in;;0;0;0;https://x.com/luknimaulana/status/1899565200732459231;279606639;luknimaulana
1,90E+18;Tue Mar 11 11:58:11 +0000 2025;0;Ekonom Sigmaphi Muhammad Nalar menilai efisiensi itu memang penting namun memastikan pemangkasan anggaran tidak mengorbankan sektor-sektor krusial bagi masyarakat menjadi hal yang utama. Yuk kita bahas lebih dalam! #PerkonomianMaju #MuhammadNalar #EfisiensiAnggaran https://t.co/TSx2sRiU3m;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1899429574968270849/pu/img/6kk1OBum8ihUeGqE.jpg;;in;;0;0;0;https://x.com/ekonomimaju/status/1899429646036357547;1,20E+18;ekonomimaju
1,90E+18;Tue Mar 11 08:00:33 +0000 2025;1;Pemerintah menegaskan bahwa tidak ada kebijakan atau arahan untuk PHK massal pegawai. Isu efisiensi anggaran tidak berdampak pada pekerjaan pegawai! #KesejahteraanPegawai #EfisiensiAnggaran #TenagaKerja https://t.co/q5mleLSyix;1,90E+18;https://pbs.twimg.com/media/GlvqzKQWMAANFLK.jpg;;in;;0;0;0;https://x.com/purnawati_vanya/status/1899369840143372769;1,32E+18;purnawati_vanya
1,90E+18;Tue Mar 11 06:33:09 +0000 2025;11;Efisiensi? Mau Menghemat atau Nyusahin Rakyat? #efisiensianggaran #prabowo #efisiensi #indonesiagelap #prabowogibran #pangkasanggaran https://t.co/YGgEEP6LJL;1,90E+18;https://pbs.twimg.com/media/GlvWyd7bIAAZLEb.jpg;;in;Jakarta, Indonesia;1;0;4;https://x.com/deduktif_id/status/1899347845620330745;1,73E+18;deduktif_id
1,90E+18;Tue Mar 11 04:37:49 +0000 2025;1;Pemangkasan anggaran yang menyasar sektor-sektor penting seperti infrastruktur dan layanan publik dikhawatirkan berdampak pada pertumbuhan ekonomi Indonesia. Hal ini pun yang membuat investor ketar-ketir. #peringkatsaham #saham #sahamanjlok #efisiensianggaran #ekonomiindonesia;1,90E+18;;Metro_TV;in;;0;0;0;https://x.com/Metro_TV/status/1899318821753901281;57261519;Metro_TV
1,90E+18;Tue Mar 11 04:20:00 +0000 2025;0;Kemenag Keluarkan 12 Poin Efisiensi Anggaran Ada Pengadaan ATK Sewa Gedung hingga Perjalanan Dinas #kemenag #selasa #efisiensianggaran #ATK #sekjenkemenag #beritanasional https://t.co/A6Jgo8Ravs;1,90E+18;;;in;;0;0;0;https://x.com/NasionalBerita_/status/1899314337673568601;1,77E+18;NasionalBerita_
1,90E+18;Tue Mar 11 04:09:55 +0000 2025;0;Lebaran semakin nyaman dengan diskon tol dan tiket pesawat yang resmi diberlakukan mulai 24 Maret 2025. #diskontariftol #diskontiketpesawat #mudik #puasa #Ramadan #zelena #stockmarketcrash #efisiensianggaran https://t.co/mHA5M16X80;1,90E+18;https://pbs.twimg.com/media/Glu1_5obsAAtxzs.jpg;;in;;0;0;0;https://x.com/cutsarah/status/1899311799767634306;265493504;cutsarah
1,90E+18;Tue Mar 11 02:24:41 +0000 2025;40;Program 3 juta rumah menjadi solusi dalam memenuhi kebutuhan tempat tinggal yang layak. terutama di tengah harga properti yang terus meningkat. #programtigajutarumah #rumahuntukrakyat #IndonesiaGelap #efisiensianggaran #Prabowo #zelena #ElonMusk https://t.co/u8GQj9gdtS;1,90E+18;https://pbs.twimg.com/media/Glud6-eacAAu3KG.jpg;;in;;0;0;0;https://x.com/Coffee2Talks/status/1899285317955510344;298641815;Coffee2Talks
1,90E+18;Mon Mar 10 06:55:38 +0000 2025;0;Efisiensi Anggaran Hantam Industri Hotel di Kaltim Okupansi Anjlok hingga 70 Persen https://t.co/xURHnrWToP #beritaterkini #newsupdate #prokal #kalimantan #kaltim #ikn #hotel #efisiensi #efisiensianggaran #wisatawan;1,90E+18;;;in;Indonesia;0;0;0;https://x.com/prokaldotco/status/1898991118575911377;3312427500;prokaldotco
1,90E+18;Mon Mar 10 06:51:08 +0000 2025;2;Efisiensi Anggaran Pembangunan Tetap Jalan! Pemerintah terus berkomitmen membangun negeri meskipun ada efisiensi anggaran sebesar Rp29 57 triliun. @kompascom #EfisiensiAnggaran #InfrastrukturBerkelanjutan #MudikLebaran2025 https://t.co/gd7g5pA96n;1,90E+18;https://pbs.twimg.com/amplify_video_thumb/1898989856853999618/img/26S4OF7v-V1l8Rbz.jpg;;in;;0;2;0;https://x.com/AgungLa03498428/status/1898989984582934835;1,83E+18;AgungLa03498428
1,90E+18;Mon Mar 10 06:45:47 +0000 2025;0;Tahun 2025 Pemkab Bulungan Alokasikan Anggaran Rp 10 Miliiar Pembangunan Jalan di Pulau Bunyu #EfisiensiAnggaran #Efisiensi #Anggaran #PemkabBulungan #Insfrastruktur #PulauBunyu #Bulungan #KalimantanUtara #Kaltara https://t.co/oYoGrbJnxN via @tribunnews;1,90E+18;;;in;Tanjung Selor;0;0;0;https://x.com/KaltaraTribun/status/1898988638257737873;1,69E+18;KaltaraTribun
1,90E+18;Mon Mar 10 06:02:57 +0000 2025;0;Kemenag Terbitkan SE Efisiensi Anggaran Tahun 2025 Berikut 12 Poinnya https://t.co/AVmXSBB2UL #suratedaran #KemenagRI #KamaruddinAmin #EfisiensiAnggaran;1,90E+18;;;in;Jakarta;0;0;0;https://x.com/gemaposID/status/1898977860230287789;1,18E+18;gemaposID
1,90E+18;Mon Mar 10 05:10:51 +0000 2025;2;Efisiensi Anggaran Pembangunan Tetap Jalan! Pemerintah terus berkomitmen membangun negeri meskipun ada efisiensi anggaran sebesar Rp29 57 triliun. Prioritas utama tetap pada infrastruktur konektivitas. #EfisiensiAnggaran #InfrastrukturBerkelanjutan #MudikLebaran2025 https://t.co/rZBCFZE63N;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1898964656288595968/pu/img/hwCGh6T4H5OA6-W3.jpg;;in;;0;2;0;https://x.com/OggyZilly43173/status/1898964746902356480;1,83E+18;OggyZilly43173
1,90E+18;Sun Mar 09 07:09:08 +0000 2025;0;Efisiensi Belanja Kegiatan Fisik Malinau Kaltara Tahun 2025 Rp 171 Miliar Terdampak Penyesuaian #KegiatanFisik #EfisiensiBelanja #EfisiensiAnggaran #PemprovKaltara #Bulungan #Malinau #Kaltara #KalimantanUtara https://t.co/9ncIMqJLo8 via @tribunnews;1,90E+18;;;in;Tanjung Selor;0;0;0;https://x.com/KaltaraTribun/status/1898632126649774215;1,69E+18;KaltaraTribun
1,90E+18;Sat Mar 08 20:41:50 +0000 2025;0;Kami berkesempatan ngobrol dengan Bang Galih Dimuntur Kartasasmita apa yg dibahas? Silakan ditonton sambil sahur kawans. #BRICS #efisiensianggaran https://t.co/o00kTbK2y3;1,90E+18;;;in;;0;0;6;https://x.com/siasatchannel/status/1898474261469348053;1,88E+18;siasatchannel
1,90E+18;Sat Mar 08 11:10:07 +0000 2025;4;Efisiensi anggaran merupakan salah satu strategi yang diambil pemerintah untuk mengoptimalkan penggunaan dana negara dalam menghadapi berbagai tantangan ekonomi #EfisiensiAnggaran #PenghematanUntukRakyat #HematUangRakyat #PresidenPrabowo #PrabowoSubianto #Anggaran #Efisiensi https://t.co/53KrLHcIFo;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1898330314428313601/pu/img/dfW2rEP60MD_TmKn.jpg;;in;;0;3;0;https://x.com/Meme_Pemerintah/status/1898330385848860959;1,87E+18;Meme_Pemerintah
1,90E+18;Sat Mar 08 11:09:37 +0000 2025;4;Efisiensi anggaran merupakan salah satu strategi yang diambil pemerintah untuk mengoptimalkan penggunaan dana negara dalam menghadapi berbagai tantangan ekonomi #EfisiensiAnggaran #PenghematanUntukRakyat #HematUangRakyat #PresidenPrabowo #PrabowoSubianto #Anggaran #Efisiensi https://t.co/3ZKtK2nI14;1,90E+18;https://pbs.twimg.com/media/Glg5TxVaAAAf0Xa.jpg;;in;;0;3;0;https://x.com/Meme_Pemerintah/status/1898330257998205179;1,87E+18;Meme_Pemerintah
